company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,total_funding,product_url,indeed_url,growth_percentage
ODAIA Intelligence,odaia.ai,Toronto,ON,CAN,66,http://www.linkedin.com/company/odaiaintelligence,2018,Analytics,27,8946000,1,,,,,,,,https://www.growjo.com/company/ODAIA_Intelligence,https://www.indeed.com/jobs?q=company%3A(ODAIA Intelligence),0.53
H2O.ai,h2o.ai,Mountain View,CA,United States,380,http://www.linkedin.com/company/h2oai,2012,Analytics,151,70942200,44,saas,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",,,1700000000,$251.1M,251100000,https://www.growjo.com/company/H2O.ai,https://www.indeed.com/jobs?q=company%3A(H2O.ai),0.01
Moving Analytics,movinganalytics.com,Los Angeles,CA,United States,61,http://www.linkedin.com/company/moving-analytics-inc-,2013,Analytics,83,8316000,1,,,,,,,,https://www.growjo.com/company/Moving_Analytics,https://www.indeed.com/jobs?q=company%3A(Moving Analytics),0.49
Gradient AI,gradientai.com,Cambridge,MA,United States,98,http://www.linkedin.com/company/gradientai,,Analytics,95,14420000,1,saas,,,,,$31M,31000000,https://www.growjo.com/company/Gradient_AI,https://www.indeed.com/jobs?q=company%3A(Gradient AI),0.46
HR Acuity,hracuity.com,Florham Park,NJ,USA,97,http://www.linkedin.com/company/hr-acuity,2006,Analytics,405,14280000,1,,,,,,$47M,47000000,https://www.growjo.com/company/HR_Acuity,https://www.indeed.com/jobs?q=company%3A(HR Acuity),0.31
Metabase,metabase.com,San Francisco,CA,United States,54,http://www.linkedin.com/company/metabase,2014,Analytics,286,6942600,1,saas,,,,,$51M,51000000,https://www.growjo.com/company/Metabase,https://www.indeed.com/jobs?q=company%3A(Metabase),0.26
SkyHive Technologies,skyhive.ai,Vancouver,BC,CAN,117,http://www.linkedin.com/company/skyhive,2017,Analytics,11,17640000,1,,,,,,,,https://www.growjo.com/company/SkyHive_Technologies,https://www.indeed.com/jobs?q=company%3A(SkyHive Technologies),0.44
Spire,spire.com,San Francisco,CA,UK,491,http://www.linkedin.com/company/spireglobal,2012,Analytics,288,35660000,63,"SaaS,Enterprise Software,Human Resources Hr",,,B2B,385199000,$677.7M,677700000,https://www.growjo.com/company/Spire,https://www.indeed.com/jobs?q=company%3A(Spire),0.18
Overjet,overjet.ai,Boston,MA,United States,133,http://www.linkedin.com/company/overjet,2018,Analytics,101,22176000,1,,,,,,$77.4M,77400000,https://www.growjo.com/company/Overjet,https://www.indeed.com/jobs?q=company%3A(Overjet),0.43
StormSensor,stormsensor.io,Seattle,WA,United States,28,http://www.linkedin.com/company/stormsensor,2015,Analytics,48,3360000,1,,,,,,,,https://www.growjo.com/company/StormSensor,https://www.indeed.com/jobs?q=company%3A(StormSensor),0.22
Aavenir,aavenir.com,Plano,TX,United States,60,http://www.linkedin.com/company/aavenirinfo,,Analytics,21,7673400,1,,,,,,$2M,2000000,https://www.growjo.com/company/Aavenir,https://www.indeed.com/jobs?q=company%3A(Aavenir),0.4
DealHub.io,dealhub.io,Austin,TX,United States,237,http://www.linkedin.com/company/dealhubio,2014,Analytics,170,39424000,1,SaaS,,,,,,,https://www.growjo.com/company/DealHub.io,https://www.indeed.com/jobs?q=company%3A(DealHub.io),0.39
Abacum,abacum.io,New York,NY,United States,110,http://www.linkedin.com/company/abacum-io,,Analytics,309,16240000,1,,,,,,$32M,32000000,https://www.growjo.com/company/Abacum,https://www.indeed.com/jobs?q=company%3A(Abacum),0.38
Crossing Minds,crossingminds.com,San Francisco,CA,United States,32,http://www.linkedin.com/company/crossing-minds,2016,Analytics,311,3920000,1,,,,,,,,https://www.growjo.com/company/Crossing_Minds,https://www.indeed.com/jobs?q=company%3A(Crossing Minds),1
Hiver,hiverhq.com,San Jose,CA,United States,177,http://www.linkedin.com/company/hiverhq,,Analytics,171,27993000,13,saas,"Kalaari Capital, Kae Capital",,,,$26.7M,26700000,https://www.growjo.com/company/Hiver,https://www.indeed.com/jobs?q=company%3A(Hiver),0.3
StreetLight Data,streetlightdata.com,San Francisco,CA,United States,147,http://www.linkedin.com/company/streetlight-data-inc-,2010,Analytics,318,23177000,18,"Cleantech,Enterprise Software,Human Resources Hr,Marketing,Real Estate,Wind Power","Osage University Partners, ENGIE New Ventures",,B2B,,$44.4M,44400000,https://www.growjo.com/company/StreetLight_Data,https://www.indeed.com/jobs?q=company%3A(StreetLight Data),0.25
Inspectorio,inspectorio.com,Minneapolis,MN,United States,279,http://www.linkedin.com/company/inspectorio,2015,Analytics,21,52675000,1,,,,,,,,https://www.growjo.com/company/Inspectorio,https://www.indeed.com/jobs?q=company%3A(Inspectorio),0.35
Nexar,getnexar.com,Tel Aviv-Yafo,,Israel,150,http://www.linkedin.com/company/nexar-inc-,2015,Analytics,15,23779000,1,"Consulting,Gaming,Marketing,Network / Hosting / Infrastructure",Ibex Investors,,B2B,,$149.5M,149500000,https://www.growjo.com/company/Nexar,https://www.indeed.com/jobs?q=company%3A(Nexar),0.35
Mesh,mesh.ai,San Jose,CA,USA,108,http://www.linkedin.com/company/peoplemesh,,Analytics,457,16380000,1,,,,,,,,https://www.growjo.com/company/Mesh,https://www.indeed.com/jobs?q=company%3A(Mesh),1.2
Accelex,accelextech.com,London,,UK,67,http://www.linkedin.com/company/accelextech,2018,Analytics,62,9072000,1,,,,,,,,https://www.growjo.com/company/Accelex,https://www.indeed.com/jobs?q=company%3A(Accelex),0.34
Memfault,memfault.com,San Francisco,CA,United States,53,http://www.linkedin.com/company/memfault,2018,Analytics,324,7182000,1,,,,,,,,https://www.growjo.com/company/Memfault,https://www.indeed.com/jobs?q=company%3A(Memfault),0.96
Worximity Technology,worximity.com,Montreal,QC,CAN,45,http://www.linkedin.com/company/worximity-technology-inc-,2011,Analytics,11,5000800,1,,,,,,$9.8M,9800000,https://www.growjo.com/company/Worximity_Technology,https://www.indeed.com/jobs?q=company%3A(Worximity Technology),0.07
Adela,adelabio.com,Toronto,ON,CAN,67,http://www.linkedin.com/company/adela-inc,,Analytics,470,9072000,1,,,,,,,,https://www.growjo.com/company/Adela,https://www.indeed.com/jobs?q=company%3A(Adela),1.16
Prevedere,prevedere.com,Columbus,OH,United States,65,http://www.linkedin.com/company/prevedere,2012,Analytics,6,8282400,2,"SaaS,Analytics,Enterprise Software,Marketing,Marketing Analytics",,,B2B,,$67.3M,67300000,https://www.growjo.com/company/Prevedere,https://www.indeed.com/jobs?q=company%3A(Prevedere),0.27
Loadsure,loadsure.net,London,UK,UK,40,http://www.linkedin.com/company/loadsure,2018,Analytics,70,4816000,1,,,,,,,,https://www.growjo.com/company/Loadsure,https://www.indeed.com/jobs?q=company%3A(Loadsure),0.9
Skan.ai,skan.ai,San Jose,CA,United States,102,http://www.linkedin.com/company/skan-ai,2018,Analytics,187,14980000,1,Big Data Analytics,,,,,$14M,14000000,https://www.growjo.com/company/Skan.ai,https://www.indeed.com/jobs?q=company%3A(Skan.ai),0.29
SafeRide Health,saferidehealth.com,Culver City,CA,United States,103,http://www.linkedin.com/company/saferide-health,2016,Analytics,113,15540000,1,,,,,,,,https://www.growjo.com/company/SafeRide_Health,https://www.indeed.com/jobs?q=company%3A(SafeRide Health),0.29
Integrated Specialty Coverages,iscmga.com,Harrison,NY,United States,75,http://www.linkedin.com/company/isgmca,2016,Analytics,486,11340000,1,,,,,,,,https://www.growjo.com/company/Integrated_Specialty_Coverages,https://www.indeed.com/jobs?q=company%3A(Integrated Specialty Coverages),0.56
Workstream,workstream.us,San Francisco,CA,United States,249,http://www.linkedin.com/company/workstream-us,2017,Analytics,342,39280500,4,,,,,,$58M,58000000,https://www.growjo.com/company/Workstream,https://www.indeed.com/jobs?q=company%3A(Workstream),0.26
Gartner,gartner.com,Stamford,CT,United States,113,http://www.linkedin.com/company/the-research-board,1979,Analytics,288,4540000000,1,saas,,,,23521000000,,,https://www.growjo.com/company/Gartner,https://www.indeed.com/jobs?q=company%3A(Gartner),0.12
Prewave,prewave.com,Vienna,,Austria,82,http://www.linkedin.com/company/prewave,2017,Analytics,499,12460000,1,,,,,,,,https://www.growjo.com/company/Prewave,https://www.indeed.com/jobs?q=company%3A(Prewave),1.83
ArangoDB,arangodb.com,San Francisco,CA,United States,112,http://www.linkedin.com/company/arangodb,2014,Analytics,352,16520000,7,saas,Bow Capital,,,,$47M,47000000,https://www.growjo.com/company/ArangoDB,https://www.indeed.com/jobs?q=company%3A(ArangoDB),0.2
UrbanFootprint,urbanfootprint.com,Berkeley,CA,United States,61,http://www.linkedin.com/company/urbanfootprint,2014,Analytics,45,7795200,1,saas,,,,,$18M,18000000,https://www.growjo.com/company/UrbanFootprint,https://www.indeed.com/jobs?q=company%3A(UrbanFootprint),0.24
Nucleus,nucleussec.com,Sarasota,FL,United States,73,http://www.linkedin.com/company/nucleussec,2018,Analytics,2,11060000,1,,,,,,,,https://www.growjo.com/company/Nucleus,https://www.indeed.com/jobs?q=company%3A(Nucleus),1.09
Glassbox Digital,glassboxdigital.com,London,,UK,334,http://www.linkedin.com/company/glassbox-solutions,2010,Analytics,75,62407800,8,,Updata Partners,,,500000000,$70.5M,70500000,https://www.growjo.com/company/Glassbox_Digital,https://www.indeed.com/jobs?q=company%3A(Glassbox Digital),0.01
Statiq Mobility,statiq.in,Gurgaon,,India,122,http://www.linkedin.com/company/statiqindia,,Analytics,539,18480000,1,,,,,,,,https://www.growjo.com/company/Statiq_Mobility,https://www.indeed.com/jobs?q=company%3A(Statiq Mobility),1.77
unitQ,unitq.com,Burlingame,CA,United States,62,http://www.linkedin.com/company/unitq,,Analytics,201,7917000,1,,,,,,$41M,41000000,https://www.growjo.com/company/unitQ,https://www.indeed.com/jobs?q=company%3A(unitQ),0.19
T-REX,trexgroup.com,New York,NY,United States,122,http://www.linkedin.com/company/t-rex-the-renewables-exchange,2012,Analytics,312,17920000,1,,,,,,$71.6M,71600000,https://www.growjo.com/company/T-REX,https://www.indeed.com/jobs?q=company%3A(T-REX),0.2
Gridwise,gridwise.io,Pittsburgh,PA,USA,46,http://www.linkedin.com/company/gridwise,2016,Analytics,547,5600000,1,,,,,,,,https://www.growjo.com/company/Gridwise,https://www.indeed.com/jobs?q=company%3A(Gridwise),0.77
Welcome to Cell Microsystems,cellmicrosystems.com,Research Triangle Park,NC,United States,30,http://www.linkedin.com/company/cellmicrosystems,2010,Analytics,17,3584000,1,,,,,,,,https://www.growjo.com/company/Welcome_to_Cell_Microsystems,https://www.indeed.com/jobs?q=company%3A(Welcome to Cell Microsystems),0.76
Lifespark,lifespark.com,Saint Louis Park,MN,USA,397,http://www.linkedin.com/company/lifesparkbeyou,,Analytics,576,75075000,1,,,,,,,,https://www.growjo.com/company/Lifespark,https://www.indeed.com/jobs?q=company%3A(Lifespark),0.22
HomeCourt,homecourt.ai,San Jose,CA,USA,62,http://www.linkedin.com/company/nexinc,,Analytics,580,8442000,1,,,,,,,,https://www.growjo.com/company/HomeCourt,https://www.indeed.com/jobs?q=company%3A(HomeCourt),1
Productiv,productiv.com,Palo Alto,CA,United States,153,http://www.linkedin.com/company/productiv-ai,,Analytics,210,24230500,24,saas,,,,,$73M,73000000,https://www.growjo.com/company/Productiv,https://www.indeed.com/jobs?q=company%3A(Productiv),0.01
StarTree,startree.ai,Mountain View,CA,USA,122,http://www.linkedin.com/company/startreedata,,Analytics,588,18480000,1,,,,,,,,https://www.growjo.com/company/StarTree,https://www.indeed.com/jobs?q=company%3A(StarTree),1
Satelytics,satelytics.com,Perrysburg,OH,United States,34,http://www.linkedin.com/company/satelytics,2009,Analytics,591,4144000,1,,,,,,,,https://www.growjo.com/company/Satelytics,https://www.indeed.com/jobs?q=company%3A(Satelytics),0.13
ZEDEDA,zededa.com,Santa Clara,CA,United States,93,http://www.linkedin.com/company/zededaedge,2016,Analytics,215,13720000,1,,,,,,$31.5M,31500000,https://www.growjo.com/company/ZEDEDA,https://www.indeed.com/jobs?q=company%3A(ZEDEDA),0.13
Circonus,circonus.com,Fulton,MD,United States,44,http://www.linkedin.com/company/circonus,2010,Analytics,50,4894400,1,"Digital Media, Financial Services, Internet of Things, Cloud Infrastructure",,,,,$16.8M,16800000,https://www.growjo.com/company/Circonus,https://www.indeed.com/jobs?q=company%3A(Circonus),0.69
CEIPAL Corp.,ceipal.com,Rochester,NY,United States,505,http://www.linkedin.com/company/ceipal,2011,Analytics,3,94234000,3,saas,,,,,$8.8M,8800000,https://www.growjo.com/company/CEIPAL_Corp.,https://www.indeed.com/jobs?q=company%3A(CEIPAL Corp.),0.34
Bidgely,bidgely.com,Mountain View,CA,USA,217,http://www.linkedin.com/company/bidgely,2011,Analytics,607,34314000,1,"saas, Analytics,Cleantech,Energy,Enterprise Software,Internet of Things,Solar Power,Wind Power",,,B2B,,$82.7M,82700000,https://www.growjo.com/company/Bidgely,https://www.indeed.com/jobs?q=company%3A(Bidgely),0.12
Reltio,reltio.com,Redwood City,CA,United States,441,http://www.linkedin.com/company/reltio-inc,2011,Analytics,220,82321400,1,,"Crosslink Capital, .406 Ventures, Sapphire Ventures",,,1700000000,$237M,237000000,https://www.growjo.com/company/Reltio,https://www.indeed.com/jobs?q=company%3A(Reltio),0.4
GigaSpaces Technologies,gigaspaces.com,New York,NY,United States,116,http://www.linkedin.com/company/gigaspaces,2000,Analytics,346,17080000,1,saas,,,,,$66.5M,66500000,https://www.growjo.com/company/GigaSpaces_Technologies,https://www.indeed.com/jobs?q=company%3A(GigaSpaces Technologies),0.09
RapidDeploy,rapiddeploy.com,Austin,TX,United States,118,http://www.linkedin.com/company/rapiddeploy,2014,Analytics,55,17360000,1,"saas, analytics
",,,,,$53M,53000000,https://www.growjo.com/company/RapidDeploy,https://www.indeed.com/jobs?q=company%3A(RapidDeploy),0.07
deskbird,deskbird.app,Sankt Gallen,,Switzerland,63,http://www.linkedin.com/company/deskbird,2020,Analytics,650,8568000,1,,,,,,,,https://www.growjo.com/company/deskbird,https://www.indeed.com/jobs?q=company%3A(deskbird),1.63
Vicarius,vicarius.io,New York,NY,United States,54,http://www.linkedin.com/company/vicarius,2016,Analytics,359,7308000,1,,,,,,,,https://www.growjo.com/company/Vicarius,https://www.indeed.com/jobs?q=company%3A(Vicarius),0.59
Cognitive Credit,cognitivecredit.com,London,,UK,41,http://www.linkedin.com/company/cognitive-credit,2017,Analytics,99,4928000,1,,,,,,,,https://www.growjo.com/company/Cognitive_Credit,https://www.indeed.com/jobs?q=company%3A(Cognitive Credit),1.41
Datafold,datafold.com,San Francisco,CA,United States,37,http://www.linkedin.com/company/datafold,,Analytics,428,4480000,1,,,,,,,,https://www.growjo.com/company/Datafold,https://www.indeed.com/jobs?q=company%3A(Datafold),0.54
Plate IQ,plateiq.com,Emeryville,CA,United States,166,http://www.linkedin.com/company/plateiq,2014,Analytics,60,26187000,1,"analytics, saas
",Eileses Capital,Y Combinator,,,$164.5M,164500000,https://www.growjo.com/company/Plate_IQ,https://www.indeed.com/jobs?q=company%3A(Plate IQ),0.29
SmithRX,smithrx.com,San Francisco,CA,United States,141,http://www.linkedin.com/company/smithrx,,Analytics,433,23408000,1,,,,,,,,https://www.growjo.com/company/SmithRX,https://www.indeed.com/jobs?q=company%3A(SmithRX),0.86
Demostack,demostack.com,San Francisco,CA,USA,118,http://www.linkedin.com/company/demostack,,Analytics,709,17780000,1,,,,,,,,https://www.growjo.com/company/Demostack,https://www.indeed.com/jobs?q=company%3A(Demostack),0.84
Spot.io,spot.io,San Francisco,CA,United States,389,http://www.linkedin.com/company/spothq,2015,Analytics,441,72542400,1,,,,,,$52.6M,52600000,https://www.growjo.com/company/Spot.io,https://www.indeed.com/jobs?q=company%3A(Spot.io),0.61
SchoolStatus,schoolstatus.com,Ridgeland,MS,United States,91,http://www.linkedin.com/company/schoolstatus,2012,Analytics,718,13720000,1,,,,,,,,https://www.growjo.com/company/SchoolStatus,https://www.indeed.com/jobs?q=company%3A(SchoolStatus),1.12
Arceo.ai,arceo.ai,San Francisco,CA,United States,178,http://www.linkedin.com/company/arceo-ai,2016,Analytics,456,28143500,1,,,,,,$117M,117000000,https://www.growjo.com/company/Arceo.ai,https://www.indeed.com/jobs?q=company%3A(Arceo.ai),0.8
TensorFlight,tensorflight.com,New York,NY,United States,33,http://www.linkedin.com/company/tensorflight,2016,Analytics,382,4032000,1,,,,,,,,https://www.growjo.com/company/TensorFlight,https://www.indeed.com/jobs?q=company%3A(TensorFlight),0.43
Concord,concordusa.com,Hopkins,MN,United States,481,http://www.linkedin.com/company/concord,,Analytics,757,89789000,1,,,,,,$41.4M,41400000,https://www.growjo.com/company/Concord,https://www.indeed.com/jobs?q=company%3A(Concord),0.06
Salary.com,salary.com,Waltham,MA,United States,747,http://www.linkedin.com/company/salarydotcom,1999,Analytics,171,158172000,1,,,,,,,,https://www.growjo.com/company/Salary.com,https://www.indeed.com/jobs?q=company%3A(Salary.com),0.61
CSI,csifl.com,Tallahassee,FL,United States,174,http://www.linkedin.com/company/consulting-solutions-international,2000,Analytics,780,27541500,1,,,,,,$6M,6000000,https://www.growjo.com/company/CSI,https://www.indeed.com/jobs?q=company%3A(CSI),0.19
VideaHealth,videahealth.io,Boston,MA,United States,64,http://www.linkedin.com/company/videahealth,2018,Analytics,176,8694000,1,,,,,,,,https://www.growjo.com/company/VideaHealth,https://www.indeed.com/jobs?q=company%3A(VideaHealth),1.46
Blue Ridge,blueridgeglobal.com,Atlanta,GA,United States,232,http://www.linkedin.com/company/blue-ridge-global,2007,Analytics,42,38654000,22,,,,,,,,https://www.growjo.com/company/Blue_Ridge,https://www.indeed.com/jobs?q=company%3A(Blue Ridge),0.37
Mahmee,mahmee.com,Los Angeles,CA,United States,38,http://www.linkedin.com/company/mahmee,2014,Analytics,151,4592000,1,,,,,,,,https://www.growjo.com/company/Mahmee,https://www.indeed.com/jobs?q=company%3A(Mahmee),0.36
Mixpanel,mixpanel.com,San Francisco,CA,United States,442,http://www.linkedin.com/company/mixpanel-inc-,2009,Analytics,476,82499200,1,"Freemium,Subscription,Analytics,Customer Support,Enterprise Software,Human Resources Hr,Information Security,Marketing,Marketing Analytics,Mobile,Security, saas","Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",,B2B,1050000000,$277M,277000000,https://www.growjo.com/company/Mixpanel,https://www.indeed.com/jobs?q=company%3A(Mixpanel),0.25
Moesif,moesif.com,San Francisco,CA,United States,35,http://www.linkedin.com/company/moesif,2017,Analytics,481,4256000,1,,,,,,,,https://www.growjo.com/company/Moesif,https://www.indeed.com/jobs?q=company%3A(Moesif),0.3
Vintra,vintra.io,San Jose,CA,United States,40,http://www.linkedin.com/company/vintra-inc.,2016,Analytics,263,4468800,1,saas,,,,,$13.9M,13900000,https://www.growjo.com/company/Vintra,https://www.indeed.com/jobs?q=company%3A(Vintra),0.29
DoiT International,doit-intl.com,Santa Clara,CA,United States,554,http://www.linkedin.com/company/doitintl,2011,Analytics,264,103479600,40,"Cloud Computing, Consulting, Cloud Management, Cloud Data Services, Cloud Infrastructure",,,,,$100M,100000000,https://www.growjo.com/company/DoiT_International,https://www.indeed.com/jobs?q=company%3A(DoiT International),0.56
Eigen Innovations,eigen.io,Fredericton,NB,CAN,23,http://www.linkedin.com/company/eigen-innovations-inc-,2012,Analytics,882,2450000,1,,,,,,,,https://www.growjo.com/company/Eigen_Innovations,https://www.indeed.com/jobs?q=company%3A(Eigen Innovations),0.28
WorkHound,workhound.com,Chattanooga,TN,United States,28,http://www.linkedin.com/company/workhound,2015,Analytics,5,3360000,1,,,,,,,,https://www.growjo.com/company/WorkHound,https://www.indeed.com/jobs?q=company%3A(WorkHound),0.27
FIGUR8,figur8tech.com,Boston,MA,United States,35,http://www.linkedin.com/company/figur8,2016,Analytics,193,4256000,1,,,,,,,,https://www.growjo.com/company/FIGUR8,https://www.indeed.com/jobs?q=company%3A(FIGUR8),0.25
EPIC IO Technologies,epicio.com,Fort Mill,SC,United States,112,http://www.linkedin.com/company/epic-io-technologies,,Analytics,925,16940000,1,,,,,,,,https://www.growjo.com/company/EPIC_IO_Technologies,https://www.indeed.com/jobs?q=company%3A(EPIC IO Technologies),0.65
Chronograph,chronograph.pe,Brooklyn,NY,United States,87,http://www.linkedin.com/company/chronograph,2016,Analytics,422,13160000,1,,,,,,,,https://www.growjo.com/company/Chronograph,https://www.indeed.com/jobs?q=company%3A(Chronograph),0.64
Selector,selector.ai,,,,62,http://www.linkedin.com/company/selectorsoftware,,Analytics,944,8442000,1,,,,,,,,https://www.growjo.com/company/Selector,https://www.indeed.com/jobs?q=company%3A(Selector),0.63
Jovian,jovian.ai,,,,48,http://www.linkedin.com/school/jovianai,,Analytics,963,6552000,1,,,,,,,,https://www.growjo.com/company/Jovian,https://www.indeed.com/jobs?q=company%3A(Jovian),1.09
Cancer IQ,canceriq.com,Chicago,IL,United States,45,http://www.linkedin.com/company/cancer-iq-inc-,2013,Analytics,95,5488000,1,,,,,,,,https://www.growjo.com/company/Cancer_IQ,https://www.indeed.com/jobs?q=company%3A(Cancer IQ),0.22
Mendel.ai,mendel.ai,San Jose,CA,United States,79,http://www.linkedin.com/company/mendel-ai,2016,Analytics,280,11900000,1,,,,,,,,https://www.growjo.com/company/Mendel.ai,https://www.indeed.com/jobs?q=company%3A(Mendel.ai),0.61
Nautilus Labs,nautiluslabs.co,New York,NY,United States,85,http://www.linkedin.com/company/nautilus-labs-inc,2016,Analytics,435,12880000,1,,,,,,,,https://www.growjo.com/company/Nautilus_Labs,https://www.indeed.com/jobs?q=company%3A(Nautilus Labs),0.6
Slope Software,slopesoftware.com,Atlanta,GA,United States,19,http://www.linkedin.com/company/slopesoftware,2015,Analytics,57,2058000,1,,,,,,,,https://www.growjo.com/company/Slope_Software,https://www.indeed.com/jobs?q=company%3A(Slope Software),0.19
Crisp Data Platform for the Food Industry,gocrisp.com,New York,NY,United States,92,http://www.linkedin.com/company/gocrisp,2016,Analytics,447,13860000,1,,,,,,,,https://www.growjo.com/company/Crisp_Data_Platform_for_the_Food_Industry,https://www.indeed.com/jobs?q=company%3A(Crisp Data Platform for the Food Industry),0.59
Prozo.com,prozo.com,Noida,,,263,http://www.linkedin.com/company/prozo,2014,Analytics,4,43736000,1,,,,,,,,https://www.growjo.com/company/Prozo.com,https://www.indeed.com/jobs?q=company%3A(Prozo.com),1.31
Wayspring,wayspring.com,,,,180,http://www.linkedin.com/company/wayspring,,Analytics,1151,29876000,1,,,,,,,,https://www.growjo.com/company/Wayspring,https://www.indeed.com/jobs?q=company%3A(Wayspring),0.58
Zowie,getzowie.com,Dover,,,77,http://www.linkedin.com/company/zowieai,2019,Analytics,1153,11620000,1,,,,,,,,https://www.growjo.com/company/Zowie,https://www.indeed.com/jobs?q=company%3A(Zowie),0.57
Convosight,convosight.com,East of Kailash,,,154,http://www.linkedin.com/company/convosight,2019,Analytics,1167,25564000,1,,,,,,,,https://www.growjo.com/company/Convosight,https://www.indeed.com/jobs?q=company%3A(Convosight),0.57
Electra Vehicles,electravehicles.com,Boston,MA,United States,48,http://www.linkedin.com/company/electra-vehicles-inc,2015,Analytics,208,6552000,1,,,,,,,,https://www.growjo.com/company/Electra_Vehicles,https://www.indeed.com/jobs?q=company%3A(Electra Vehicles),1
Pearl,hellopearl.com,West Hollywood,CA,United States,58,http://www.linkedin.com/company/hellopearl,2019,Analytics,174,7938000,1,,,,,,,,https://www.growjo.com/company/Pearl,https://www.indeed.com/jobs?q=company%3A(Pearl),1
PostHog,posthog.com,San Francisco,CA,United States,34,http://www.linkedin.com/company/posthog,2020,Analytics,537,4144000,1,,,,,,,,https://www.growjo.com/company/PostHog,https://www.indeed.com/jobs?q=company%3A(PostHog),0.13
DataChat,datachat.ai,Madison,WI,United States,54,http://www.linkedin.com/company/datachat,2017,Analytics,9,6942600,1,,,,,,$29.9M,29900000,https://www.growjo.com/company/DataChat,https://www.indeed.com/jobs?q=company%3A(DataChat),0.13
TriNetX,trinetx.com,Cambridge,MA,United States,243,http://www.linkedin.com/company/trinetx,,Analytics,216,38377500,1,,,,,,$42.5M,42500000,https://www.growjo.com/company/TriNetX,https://www.indeed.com/jobs?q=company%3A(TriNetX),0.26
Ahana,ahana.io,Remote First,,,45,http://www.linkedin.com/company/ahana-io,,Analytics,1246,5000800,1,,,,,,$24.8M,24800000,https://www.growjo.com/company/Ahana,https://www.indeed.com/jobs?q=company%3A(Ahana),0.1
Promethium,pm61data.com,Menlo Park,CA,United States,27,http://www.linkedin.com/company/pm61data,2018,Analytics,305,2842000,1,,,,,,,,https://www.growjo.com/company/Promethium,https://www.indeed.com/jobs?q=company%3A(Promethium),0.08
VIZION,vizionapi.com,San Francisco,CA,United States,62,http://www.linkedin.com/company/vizionapi,2018,Analytics,552,8442000,1,,,,,,,,https://www.growjo.com/company/VIZION,https://www.indeed.com/jobs?q=company%3A(VIZION),1.21
Phylum,phylum.io,Evergreen,CO,United States,32,http://www.linkedin.com/company/phylum-io,2020,Analytics,1295,3920000,1,,,,,,,,https://www.growjo.com/company/Phylum,https://www.indeed.com/jobs?q=company%3A(Phylum),0.07
Orbital Sidekick,orbitalsidekick.com,San Francisco,CA,United States,38,http://www.linkedin.com/company/orbital-sidekick,2016,Analytics,562,4592000,1,,,,,,,,https://www.growjo.com/company/Orbital_Sidekick,https://www.indeed.com/jobs?q=company%3A(Orbital Sidekick),0.06
Atrium - Data Driven Sales Management,atriumhq.com,San Francisco,CA,United States,59,http://www.linkedin.com/company/atriumhq,,Analytics,563,7551600,1,,,,,,$33.5M,33500000,https://www.growjo.com/company/Atrium_-_Data_Driven_Sales_Management,https://www.indeed.com/jobs?q=company%3A(Atrium - Data Driven Sales Management),0.05
Searchlight,searchlight.ai,San Francisco,CA,United States,21,http://www.linkedin.com/company/searchlight-technologies,,Analytics,567,2254000,1,,,,,,,,https://www.growjo.com/company/Searchlight,https://www.indeed.com/jobs?q=company%3A(Searchlight),0.05
PayScale,payscale.com,Seattle,WA,United States,783,http://www.linkedin.com/company/payscale-inc-,2002,Analytics,116,164564400,1,saas,,,,325000000,$33.4M,33400000,https://www.growjo.com/company/PayScale,https://www.indeed.com/jobs?q=company%3A(PayScale),0.26
Scala Computing,scalacomputing.com,New York,NY,United States,26,http://www.linkedin.com/company/scalacomputing,2015,Analytics,498,2744000,1,,,,,,,,https://www.growjo.com/company/Scala_Computing,https://www.indeed.com/jobs?q=company%3A(Scala Computing),0.04
Fluence Analytics,fluenceanalytics.com,New Orleans,LA,United States,27,http://www.linkedin.com/company/fluenceanalytics,2012,Analytics,4,2842000,1,,,,,,,,https://www.growjo.com/company/Fluence_Analytics,https://www.indeed.com/jobs?q=company%3A(Fluence Analytics),0.04
Wagmo,wagmo.io,New York,NY,United States,33,http://www.linkedin.com/company/wagmo,2018,Analytics,503,4032000,1,,,,,,,,https://www.growjo.com/company/Wagmo,https://www.indeed.com/jobs?q=company%3A(Wagmo),0.03
Interface Fluidics,interfacefluidics.com,Edmonton,AB,CAN,35,http://www.linkedin.com/company/interface-fluidics,2015,Analytics,4,4256000,1,,,,,,,,https://www.growjo.com/company/Interface_Fluidics,https://www.indeed.com/jobs?q=company%3A(Interface Fluidics),0.03
WorkWhile,workwhilejobs.com,San Francisco,CA,United States,49,http://www.linkedin.com/company/workwhilejobs,,Analytics,583,6678000,1,,,,,,,,https://www.growjo.com/company/WorkWhile,https://www.indeed.com/jobs?q=company%3A(WorkWhile),0.88
Performance Livestock Analytics,performancelivestockanalytics.com,Ames,IA,United States,48,http://www.linkedin.com/company/performance-livestock-analytics,,Analytics,1378,5320000,1,saas,,,,,$3.3M,3300000,https://www.growjo.com/company/Performance_Livestock_Analytics,https://www.indeed.com/jobs?q=company%3A(Performance Livestock Analytics),0.02
